customer_id,total_spent,total_orders,last_purchase_date
12921,35233.24,74,2011-11-30 16:22:00
17677,35058.46,54,2011-12-08 09:56:00
12678,34281.18,21,2011-10-28 13:04:00
13902,34095.26,5,2010-03-17 13:09:00
13767,33903.57,73,2011-12-07 15:00:00
16210,33750.97,35,2011-12-08 12:36:00
16779,32809.03,53,2011-12-07 14:54:00
15856,32275.95,52,2011-12-05 17:09:00
14258,32051.34,25,2011-11-30 15:27:00
17428,31466.760000000002,45,2011-12-09 09:45:00
17940,30306.79,16,2011-10-21 13:27:00
12709,30291.76,34,2011-11-24 15:38:00
14606,29951.37,192,2011-12-08 19:28:00
12681,29834.76,45,2011-11-25 11:33:00
13078,29018.06,57,2011-12-06 15:36:00
13098,28882.44,28,2011-12-08 14:14:00
17857,27347.04,24,2011-12-05 13:13:00
14527,27246.88,122,2011-12-07 12:19:00
16333,26626.8,22,2011-12-02 12:19:00
15513,26437.05,35,2011-11-06 14:36:00
17865,26312.19,46,2011-11-09 12:08:00
18251,26278.86,9,2011-09-13 15:03:00
13802,26259.11,19,2011-07-24 10:54:00
12731,25775.71,17,2011-11-16 11:59:00
14062,25585.65,24,2011-11-30 10:04:00
12744,25317.06,11,2011-10-19 11:18:00
12939,25264.8,20,2011-10-06 14:33:00
14895,25119.54,38,2011-12-02 09:23:00
15498,24972.86,44,2011-12-07 12:48:00
12621,24311.2,35,2011-12-08 11:25:00
16525,24151.3,48,2011-12-07 15:07:00
13001,24042.65,33,2011-12-05 14:51:00
14607,23763.13,22,2011-11-24 10:35:00
12482,23691.4,29,2010-05-12 16:51:00
17920,23581.78,54,2011-12-05 14:29:00
15640,23494.31,29,2011-12-05 14:35:00
12409,23419.29,7,2011-09-22 10:38:00
16133,22992.260000000002,56,2011-12-06 11:24:00
12682,22950.22,52,2011-12-06 10:00:00
14063,22710.2,9,2010-09-27 16:18:00
12540,22254.49,33,2011-11-20 11:31:00
15159,22116.73,34,2011-12-08 12:05:00
13340,22100.56,12,2011-10-25 13:15:00
14051,21770.98,37,2011-12-09 10:20:00
16839,21758.25,44,2011-12-01 09:03:00
12753,21429.39,6,2011-11-17 10:52:00
15615,21373.97,47,2011-11-29 14:42:00
13319,21323.22,58,2011-12-04 13:34:00
14866,20746.54,19,2011-11-29 11:45:00
14667,20395.34,54,2011-11-29 11:30:00
15251,20324.54,21,2011-11-30 15:02:00
12477,20276.37,9,2011-11-17 09:51:00
17706,20272.15,31,2011-12-05 13:34:00
17243,20203.58,69,2011-12-08 13:26:00
18008,19759.079999999998,23,2011-09-30 15:17:00
17340,19617.95,18,2011-11-10 10:45:00
16843,19571.43,35,2011-10-28 09:06:00
17139,19566.76,25,2011-11-24 10:12:00
14194,18670.59,36,2011-12-05 10:38:00
12357,18287.66,3,2011-11-06 16:07:00
13113,18230.07,37,2011-12-09 12:49:00
12557,18096.14,8,2011-11-23 16:59:00
16746,18046.75,42,2011-12-05 12:33:00
17581,17951.17,43,2011-12-09 12:21:00
12901,17654.54,28,2011-12-01 10:07:00
17377,17644.27,78,2011-11-16 11:17:00
14952,17629.35,32,2011-10-11 10:33:00
16652,17550.39,16,2011-10-12 09:38:00
15189,17524.38,46,2011-12-08 13:22:00
18172,17467.24,52,2011-11-25 11:12:00
16019,17329.16,27,2011-10-24 11:51:00
17416,17298.45,22,2011-11-10 12:47:00
15078,17286.73,53,2011-12-02 15:41:00
15523,17259.19,16,2011-09-16 16:29:00
13027,17239.2,19,2011-08-18 09:39:00
14277,17197.61,9,2011-11-24 15:01:00
15808,17180.25,21,2011-02-06 14:33:00
15125,17024.87,24,2011-11-14 13:57:00
12647,16955.55,36,2011-11-17 12:56:00
16656,16833.170000000002,30,2011-11-17 14:43:00
12433,16794.14,10,2011-12-09 10:02:00
17735,16790.33,26,2011-12-07 16:47:00
12454,16679.78,5,2011-10-14 17:13:00
16553,16584.01,33,2011-06-29 15:42:00
13564,16498.97,37,2011-07-18 14:33:00
15358,16425.86,42,2011-12-05 09:04:00
14961,16410.15,22,2011-11-29 09:42:00
13225,16260.07,16,2011-12-06 13:29:00
16180,16249.87,13,2011-08-31 16:28:00
12472,16249.289999999999,19,2011-11-07 14:01:00
12980,16245.78,21,2011-07-05 09:34:00
17107,16052.72,10,2011-11-06 14:14:00
15044,16024.15,35,2011-11-20 13:20:00
13199,15964.210000000001,67,2011-12-06 12:30:00
17716,15956.97,24,2011-11-17 12:00:00
12971,15704.6,116,2011-12-06 12:20:00
16191,15677.82,24,2011-12-07 11:26:00
12949,15526.7,22,2011-11-09 11:25:00
14769,15514.11,17,2011-12-07 10:24:00
14849,15407.61,43,2011-11-18 10:58:00
15768,15308.89,34,2011-08-16 10:48:00
18087,14761.519999999999,17,2011-09-02 15:12:00
18092,14693.72,18,2011-12-07 13:14:00
16126,14644.6,15,2011-11-10 16:03:00
17133,14622.33,12,2011-11-24 12:27:00
16873,14617.39,12,2011-12-05 12:05:00
14543,14587.87,39,2011-11-11 12:45:00
17448,14523.67,46,2010-07-30 14:07:00
15482,14417.36,19,2011-11-24 10:46:00
14733,14335.15,15,2011-11-23 15:39:00
13488,14205.96,23,2011-11-22 14:41:00
15601,14191.74,30,2011-11-28 15:15:00
16713,14115.56,32,2011-11-21 12:36:00
12714,14093.710000000001,12,2011-11-30 15:43:00
12476,14083.91,23,2011-11-24 12:40:00
14299,14070.25,27,2011-12-01 16:05:00
13178,14059.19,21,2011-11-13 16:14:00
18223,14000.85,26,2011-12-05 09:11:00
12435,13925.93,6,2011-09-21 09:06:00
15760,13916.34,2,2010-03-19 11:45:00
17589,13837.94,18,2011-10-10 16:58:00
15005,13754.58,56,2011-11-24 12:25:00
15382,13733.550000000001,12,2011-11-25 10:58:00
15093,13702.38,23,2011-11-21 13:09:00
12583,13591.58,27,2011-12-07 08:07:00
12989,13551.75,33,2011-12-06 15:28:00
15291,13517.76,40,2011-11-14 11:02:00
13629,13370.86,19,2011-11-16 13:21:00
13097,13324.1,28,2011-11-07 10:43:00
16558,13304.11,38,2011-12-09 10:20:00
16923,13157.130000000001,32,2011-11-27 13:00:00
13090,13091.74,24,2011-12-01 12:39:00
15738,13043.32,41,2011-11-21 08:26:00
14049,13023.4,13,2011-11-23 12:20:00
18225,13014.8,26,2011-12-06 13:27:00
15502,13003.869999999999,14,2011-11-24 12:48:00
14110,12987.95,33,2011-12-06 12:26:00
13969,12973.460000000001,35,2011-12-02 15:11:00
13668,12948.48,35,2011-12-07 12:11:00
13316,12940.82,10,2011-11-02 13:40:00
13952,12823.521,14,2011-05-06 09:00:00
13468,12793.28,72,2011-12-08 10:39:00
16549,12781.8,34,2011-11-29 15:06:00
12437,12683.4,39,2011-12-08 11:35:00
12451,12669.88,8,2011-11-29 08:40:00
12536,12601.83,3,2011-10-27 14:20:00
16161,12580.06,43,2011-12-08 12:10:00
17017,12576.99,29,2011-12-07 09:32:00
14040,12523.81,35,2011-10-30 12:42:00
17858,12518.65,30,2011-12-04 11:56:00
14936,12410.81,12,2011-11-06 10:30:00
16000,12393.7,3,2011-12-07 12:17:00
12474,12372.75,31,2011-11-22 14:39:00
14735,12240.16,56,2011-12-06 12:09:00
12481,12185.51,15,2011-11-17 08:29:00
15144,12160.31,29,2011-12-01 15:12:00
15465,12100.4,32,2011-11-20 10:11:00
15194,12021.53,28,2011-12-06 15:10:00
13050,11986.52,35,2011-11-25 09:18:00
14415,11980.09,23,2011-12-08 14:38:00
17364,11972.92,28,2011-12-09 09:00:00
17044,11962.300000000001,12,2011-11-14 14:28:00
13458,11959.27,16,2011-12-02 15:29:00
13854,11944.56,39,2011-12-01 09:06:00
16258,11942.52,15,2011-10-25 13:30:00
16814,11924.85,36,2011-11-25 13:27:00
16523,11916.33,28,2011-12-08 09:06:00
17338,11889.33,17,2011-11-22 14:23:00
13687,11880.84,1,2010-09-27 16:30:00
14505,11879.08,19,2011-11-22 15:45:00
18226,11878.88,26,2011-10-26 13:36:00
12567,11767.48,15,2011-11-17 11:02:00
12705,11762.1,14,2011-11-24 13:17:00
14426,11727.94,17,2011-11-16 12:25:00
13004,11650.85,36,2011-11-28 11:27:00
12683,11633.7,21,2011-12-05 16:31:00
15023,11578.65,20,2011-12-06 17:23:00
14739,11573.62,25,2011-12-05 16:54:00
13418,11559.66,31,2011-11-28 10:23:00
15218,11468.83,22,2011-11-29 11:48:00
13680,11419.67,12,2011-12-08 13:47:00
14016,11403.41,11,2011-07-01 11:29:00
12668,11383.03,10,2011-11-28 10:56:00
13102,11380.1,37,2011-12-08 12:52:00
15874,11284.76,21,2011-10-07 12:31:00
15555,11243.91,36,2011-11-27 16:19:00
12539,11214.75,7,2011-11-17 13:30:00
13576,11202.59,28,2011-11-29 15:34:00
12524,11126.11,17,2011-11-30 15:31:00
14134,11123.35,15,2010-11-22 12:26:00
13013,11097.43,29,2011-12-08 15:01:00
15032,11010.05,8,2011-03-28 15:03:00
14045,10986.63,16,2011-08-22 15:27:00
12918,10953.5,1,2010-03-23 15:22:00
16985,10923.16,23,2011-11-22 13:33:00
18052,10877.18,1,2010-05-24 11:11:00
16033,10608.81,27,2011-12-04 12:44:00
13324,10513.47,18,2011-11-03 16:28:00
15290,10496.28,26,2011-12-05 11:39:00
12431,10432.22,27,2011-11-04 11:55:00
14028,10396.5,3,2010-06-07 13:33:00
16168,10360.67,66,2011-11-29 12:45:00
16984,10350.53,9,2011-09-12 13:43:00
15296,10323.03,12,2011-10-20 11:47:00
14422,10271.52,19,2011-12-09 11:26:00
17160,10209.16,17,2011-11-08 14:05:00
15719,10195.97,31,2011-11-07 12:29:00
14796,10169.33,27,2011-12-08 15:31:00
16327,10159.64,16,2011-11-25 13:23:00
18229,10150.51,28,2011-11-28 09:48:00
15805,10148.93,30,2011-11-16 16:32:00
18055,10142.64,14,2011-12-02 14:25:00
17809,10085.89,20,2011-11-23 12:59:00
15547,10057.05,26,2011-12-02 12:52:00
13941,10027.18,15,2011-11-18 09:43:00
13985,10020.86,22,2011-12-05 17:06:00
15694,9978.48,24,2011-12-09 09:44:00
14755,9972.550000000001,25,2011-11-30 11:24:00
16182,9971.65,9,2011-09-28 13:23:00
14101,9961.93,13,2011-09-27 12:28:00
16131,9957.42,12,2011-10-19 11:53:00
18260,9947.26,23,2011-06-20 12:37:00
17049,9942.53,19,2011-12-07 10:48:00
16701,9916.73,26,2011-12-01 11:10:00
12758,9903.24,7,2011-08-15 10:22:00
14329,9887.62,15,2011-11-22 15:50:00
12590,9864.26,2,2011-05-12 14:52:00
14828,9839.460000000001,13,2011-05-27 10:16:00
12490,9823.64,21,2011-12-04 16:07:00
13599,9811.04,33,2011-12-08 16:10:00
16353,9795.460000000001,38,2011-12-06 12:23:00
14944,9784.67,19,2011-11-10 09:10:00
17306,9782.35,21,2011-11-29 12:14:00
13018,9763.16,35,2011-11-23 13:28:00
13735,9762.77,13,2011-11-15 11:14:00
14085,9720.67,33,2011-12-07 13:46:00
12380,9676.3,11,2011-11-18 11:27:00
12839,9669.12,26,2011-12-07 12:33:00
16782,9636.12,38,2011-11-29 13:20:00
17315,9599.58,43,2011-12-08 12:15:00
18109,9555.71,38,2011-12-08 11:36:00
14091,9530.08,2,2010-02-23 15:17:00
17811,9519.8,47,2011-12-05 13:46:00
13999,9502.26,29,2011-11-29 13:40:00
17504,9490.17,18,2011-05-17 12:59:00
14146,9450.3,12,2011-12-01 10:18:00
14439,9443.04,5,2011-01-24 11:39:00
13267,9429.81,36,2011-12-07 11:12:00
17230,9388.49,18,2011-03-20 16:12:00
15727,9371.71,15,2011-11-23 12:36:00
15981,9362.77,21,2011-11-15 08:00:00
13069,9284.45,38,2011-12-09 08:39:00
13162,9275.49,16,2011-08-09 15:59:00
15249,9266.0,18,2011-11-08 11:45:00
14367,9227.82,16,2011-12-01 13:19:00
14292,9226.25,16,2011-12-02 11:50:00
13327,9134.48,20,2011-11-01 10:21:00
17757,9074.05,56,2011-12-08 15:31:00
15298,9061.77,23,2011-12-07 17:17:00
15939,9060.39,16,2011-09-11 11:30:00
16709,9056.01,14,2011-09-16 10:56:00
17068,8987.68,47,2011-11-27 13:14:00
15150,8977.94,13,2011-11-22 12:52:00
15903,8939.84,12,2011-11-30 08:08:00
15867,8923.3,31,2011-12-04 13:32:00
12766,8918.99,9,2011-12-06 08:46:00
12747,8898.48,26,2011-12-07 14:34:00
14060,8898.24,30,2011-12-05 12:29:00
13555,8891.84,13,2011-09-27 12:36:00
14709,8886.33,25,2011-11-24 15:41:00
12359,8873.39,10,2011-10-13 12:47:00
14135,8839.67,24,2011-12-08 11:38:00
16700,8830.77,25,2011-12-01 11:00:00
16550,8813.58,18,2011-08-23 11:12:00
15260,8767.73,25,2011-08-31 13:55:00
16532,8756.64,5,2011-11-22 11:08:00
13448,8745.93,13,2011-11-23 12:33:00
15570,8736.49,25,2011-12-02 14:47:00
16186,8718.43,26,2011-11-17 12:43:00
17576,8711.95,41,2011-12-01 17:56:00
12957,8706.97,13,2011-11-30 09:53:00
13758,8698.13,15,2011-11-28 11:11:00
13263,8676.2,39,2011-12-08 13:59:00
15497,8657.39,9,2011-11-22 11:51:00
13756,8655.95,23,2011-12-07 16:44:00
16945,8548.16,33,2011-11-18 11:39:00
15281,8543.57,16,2011-10-12 09:10:00
13269,8537.32,28,2011-12-08 14:53:00
15270,8524.86,21,2011-11-24 09:24:00
12798,8510.93,4,2011-11-29 15:52:00
13209,8509.51,13,2011-11-09 13:54:00
15786,8501.62,5,2011-10-24 14:13:00
13148,8497.82,26,2011-11-10 15:23:00
14286,8479.76,7,2011-11-16 10:34:00
18139,8438.34,6,2011-11-22 10:44:00
13047,8428.53,24,2011-11-08 12:06:00
14160,8421.47,7,2010-04-08 14:30:00
17396,8409.6,14,2011-10-31 14:12:00
15984,8393.02,30,2011-12-07 12:16:00
14676,8356.79,12,2011-11-08 13:29:00
14057,8346.66,22,2011-11-16 10:32:00
17611,8337.53,28,2011-12-02 13:29:00
13206,8308.19,13,2010-11-04 16:50:00
12643,8304.82,12,2011-08-03 12:56:00
17686,8296.81,9,2011-12-02 15:39:00
12637,8283.81,12,2011-10-03 13:46:00
15998,8274.14,16,2011-11-03 12:45:00
15034,8231.2,14,2011-11-24 12:11:00
13381,8224.37,12,2011-11-08 11:58:00
13139,8202.98,8,2011-11-23 13:54:00
16722,8189.56,22,2011-11-22 13:28:00
17365,8184.49,15,2011-11-27 12:13:00
13426,8167.38,22,2011-12-09 08:59:00
13715,8153.04,17,2011-03-03 19:21:00
14056,8152.71,23,2011-12-08 13:36:00
16672,8134.94,20,2011-12-07 16:29:00
17593,8092.32,11,2011-12-06 10:30:00
15955,8085.9800000000005,22,2011-11-15 14:15:00
17426,8077.77,13,2011-12-01 18:07:00
16767,8056.76,15,2011-11-09 09:42:00
16670,8030.150000000001,20,2011-11-23 09:34:00
14525,8026.54,17,2011-11-20 11:37:00
18041,8018.7699999999995,38,2011-11-28 11:39:00
16556,8012.58,17,2011-10-04 11:36:00
13869,7996.87,10,2011-08-08 13:53:00
13174,7995.36,12,2011-11-23 14:35:00
12428,7956.46,9,2011-11-14 08:22:00
16303,7928.27,7,2011-11-14 10:49:00
14291,7904.1,23,2011-12-08 10:26:00
13871,7885.85,17,2011-11-17 10:49:00
14159,7860.8,20,2011-11-20 12:36:00
15622,7852.61,17,2011-10-27 16:44:00
17085,7847.67,28,2011-08-08 14:15:00
12757,7834.650000000001,13,2011-11-24 12:30:00
12867,7829.26,13,2011-11-13 15:30:00
16592,7807.91,28,2011-12-05 13:49:00
15544,7807.89,20,2011-11-30 16:43:00
14395,7801.93,20,2011-12-07 14:34:00
17409,7793.51,10,2011-06-08 10:36:00
12720,7787.28,30,2011-12-07 08:03:00
17730,7773.8,20,2011-12-06 15:43:00
17739,7730.59,18,2011-11-28 09:12:00
13534,7720.9,35,2011-12-07 14:52:00
17696,7679.59,27,2011-11-01 13:43:00
14175,7678.88,8,2011-10-11 11:55:00
13141,7656.08,17,2011-09-16 09:54:00
15046,7623.79,25,2011-11-30 15:50:00
14145,7600.05,7,2011-10-24 12:10:00
13373,7587.1900000000005,6,2011-10-10 10:51:00
13137,7586.94,16,2011-11-29 12:09:00
13709,7571.35,18,2011-12-06 10:28:00
14030,7521.8,20,2011-11-21 16:48:00
17091,7495.75,19,2011-12-07 10:43:00
15179,7491.92,13,2011-11-21 12:53:00
15581,7480.4,38,2011-08-11 09:38:00
13815,7475.74,8,2011-11-17 14:19:00
16570,7434.31,20,2011-11-24 17:02:00
16242,7404.65,14,2011-12-01 15:12:00
17602,7354.43,14,2011-12-07 13:53:00
13082,7335.75,21,2011-08-05 16:16:00
17238,7331.67,32,2011-12-07 11:35:00
16253,7272.2,7,2011-10-04 09:09:00
14282,7250.76,25,2011-12-06 17:04:00
14092,7229.45,24,2011-12-02 12:13:00
14243,7217.75,17,2011-12-01 11:12:00
16729,7205.33,21,2011-11-01 14:29:00
14800,7191.33,17,2011-10-23 12:46:00
14688,7190.42,28,2011-12-02 12:26:00
16745,7180.7,17,2011-09-14 11:58:00
14841,7163.0,14,2011-10-17 15:03:00
15950,7120.91,10,2011-11-08 11:09:00
15521,7098.24,16,2011-10-30 13:42:00
14113,7092.610000000001,16,2011-12-06 12:18:00
13451,7090.06,11,2011-11-13 15:58:00
17231,7064.8,25,2011-11-27 15:18:00
17769,7053.38,17,2011-11-27 11:18:00
13183,7036.18,15,2011-12-02 10:30:00
17965,7006.65,29,2011-11-02 09:31:00
16938,6995.360000000001,9,2011-12-01 10:20:00
17690,6963.8,20,2011-11-09 15:17:00
12841,6958.2,40,2011-12-05 11:13:00
13552,6948.92,22,2011-10-04 15:19:00
15674,6948.2300000000005,13,2011-09-27 15:17:00
16265,6935.17,12,2011-11-30 16:41:00
16187,6911.4400000000005,15,2011-11-08 09:50:00
15301,6909.67,17,2011-10-20 09:57:00
12749,6897.36,9,2011-12-06 09:56:00
16170,6869.0,20,2011-10-20 08:21:00
15129,6860.18,23,2011-10-20 14:40:00
18231,6854.17,28,2011-05-31 14:18:00
16401,6849.15,23,2011-12-08 18:15:00
12613,6817.37,10,2011-10-13 14:59:00
12830,6814.64,6,2011-11-02 11:54:00
16145,6805.4400000000005,19,2011-12-01 10:33:00
15413,6798.72,5,2010-01-17 11:33:00
12417,6797.41,20,2011-12-06 14:52:00
14401,6795.9,22,2011-12-05 13:30:00
13993,6775.71,19,2011-10-28 09:06:00
13983,6753.89,21,2011-11-10 11:06:00
12662,6726.54,20,2011-12-09 11:59:00
12712,6723.03,21,2011-11-11 08:19:00
15321,6709.7300000000005,12,2011-09-30 09:40:00
14844,6702.43,10,2011-10-07 10:41:00
17975,6696.33,24,2011-11-24 13:27:00
13734,6695.6900000000005,4,2010-07-19 12:04:00
16497,6695.28,23,2011-10-21 10:55:00
13384,6680.83,11,2011-11-09 11:04:00
17700,6679.97,14,2011-11-23 11:51:00
14461,6676.91,13,2011-07-14 17:11:00
16717,6663.68,14,2011-11-16 12:16:00
17001,6640.8,19,2011-12-09 09:38:00
13953,6640.68,12,2011-12-02 16:04:00
14562,6638.150000000001,26,2011-12-06 11:05:00
13394,6621.7,19,2011-12-08 11:36:00
12626,6620.48,9,2011-11-16 16:06:00
13520,6606.0,11,2011-10-12 10:20:00
13831,6585.54,18,2011-11-23 15:41:00
12843,6583.36,30,2011-10-05 12:09:00
13015,6579.78,11,2011-10-17 13:19:00
13883,6560.02,15,2011-11-29 10:45:00
12836,6559.7300000000005,15,2011-10-11 15:10:00
15980,6543.68,7,2011-09-12 09:41:00
14855,6520.3,7,2011-08-12 14:02:00
14221,6517.49,17,2011-10-28 13:42:00
12823,6501.5,18,2011-09-26 07:35:00
13317,6486.091,19,2011-10-04 13:35:00
12779,6474.11,14,2011-11-02 11:43:00
14154,6460.7,8,2011-04-14 16:26:00
15750,6452.991,18,2011-12-07 12:34:00
16940,6427.66,8,2011-10-18 13:15:00
16655,6423.26,13,2011-11-22 11:25:00
12656,6407.83,8,2011-11-22 13:42:00
15514,6392.06,18,2011-11-27 14:40:00
18094,6391.52,13,2011-09-19 09:28:00
12406,6390.36,5,2011-11-17 19:22:00
14388,6388.2,16,2011-11-29 13:32:00
14766,6375.7300000000005,11,2011-12-01 16:05:00
12356,6371.7300000000005,6,2011-11-17 08:40:00
14702,6368.78,29,2011-12-08 19:29:00
14227,6368.71,15,2011-11-13 15:48:00
12484,6354.1,12,2011-11-07 11:37:00
13590,6336.04,18,2011-11-28 12:54:00
18245,6324.9800000000005,20,2011-12-02 14:48:00
13654,6308.0,11,2011-10-27 16:24:00
12913,6283.24,13,2011-12-05 12:11:00
15480,6279.0,5,2011-08-15 14:32:00
13136,6274.56,13,2011-10-14 13:41:00
13615,6272.53,8,2011-01-25 08:21:00
17873,6265.33,18,2011-09-20 16:41:00
14004,6258.45,11,2011-10-27 14:40:00
15369,6251.26,11,2010-08-04 13:54:00
12497,6248.5,3,2011-09-19 12:29:00
17799,6246.93,20,2011-11-17 15:16:00
18118,6221.02,29,2011-11-29 11:32:00
16735,6217.41,14,2011-09-22 11:49:00
12429,6204.41,8,2011-11-30 17:22:00
15673,6204.32,9,2011-09-12 16:12:00
13334,6201.8,5,2011-09-18 15:21:00
16103,6191.71,22,2011-12-02 14:16:00
16156,6188.18,20,2011-12-01 12:42:00
14534,6187.66,26,2011-12-07 12:19:00
15299,6156.53,10,2011-10-03 14:19:00
14390,6150.03,13,2011-11-29 13:49:00
17669,6142.35,10,2011-10-28 08:53:00
13266,6135.04,19,2011-11-28 14:39:00
14852,6132.43,18,2011-10-12 13:20:00
17419,6126.25,18,2011-11-28 13:47:00
13230,6120.01,30,2011-12-05 16:03:00
14180,6117.5,33,2011-11-29 10:56:00
13935,6116.92,3,2010-04-22 11:21:00
14560,6114.03,44,2011-12-02 15:22:00
18178,6103.74,11,2011-08-03 09:30:00
14530,6088.87,16,2011-11-14 10:38:00
18061,6083.81,28,2011-11-18 11:20:00
17509,6083.64,8,2011-10-13 10:26:00
16954,6081.88,20,2011-12-09 09:46:00
12664,6070.04,11,2011-12-01 17:07:00
17644,6028.6,20,2011-12-08 13:43:00
13658,6025.5,9,2011-11-30 10:13:00
17819,6021.05,12,2011-09-29 10:52:00
15372,6017.06,8,2011-07-25 16:39:00
15202,6001.49,3,2010-10-15 13:05:00
16456,6000.94,13,2011-09-01 13:50:00
12835,5996.83,41,2010-10-08 10:59:00
15755,5993.12,17,2011-11-29 14:57:00
14105,5988.83,5,2011-04-14 17:58:00
17457,5984.8099999999995,14,2011-08-05 12:48:00
14440,5982.03,13,2011-12-01 15:42:00
17625,5978.9,8,2011-11-21 13:36:00
14535,5973.2300000000005,9,2011-10-10 15:39:00
15785,5969.93,16,2011-11-07 11:33:00
14918,5955.81,9,2011-08-16 11:50:00
12500,5955.21,19,2011-11-16 16:20:00
14257,5954.45,9,2011-10-06 16:54:00
16710,5921.35,22,2011-11-20 14:50:00
15971,5902.83,18,2011-11-22 12:50:00
12455,5879.95,10,2011-09-27 15:31:00
18065,5866.63,29,2011-12-04 10:30:00
17146,5852.64,13,2011-08-26 12:44:00
14112,5834.59,13,2011-11-17 12:30:00
12910,5796.52,13,2011-11-16 14:28:00
18075,5783.29,20,2011-11-16 15:21:00
17672,5778.63,7,2011-10-20 14:18:00
14099,5750.91,20,2011-11-23 13:53:00
16316,5744.91,13,2011-10-06 13:48:00
12615,5740.98,8,2011-12-07 15:02:00
13771,5728.82,9,2011-10-06 14:18:00
13870,5712.08,15,2011-12-07 13:23:00
16607,5706.87,25,2011-11-22 10:24:00
17651,5703.52,16,2011-11-28 10:29:00
16279,5698.28,9,2011-11-18 15:00:00
16458,5690.89,30,2011-12-07 09:34:00
13157,5687.36,9,2011-10-21 13:50:00
12727,5679.53,10,2011-11-29 11:46:00
12633,5678.16,7,2011-10-12 11:40:00
13901,5676.34,15,2011-09-28 14:48:00
17491,5653.67,17,2011-12-08 16:18:00
16409,5652.74,12,2011-11-03 16:45:00
13722,5635.41,10,2011-07-31 12:44:00
16320,5628.99,6,2011-06-20 15:25:00
16003,5613.83,10,2011-11-10 09:57:00
18145,5609.74,11,2011-11-27 11:22:00
16200,5608.1,12,2011-12-05 14:40:00
17838,5604.64,13,2011-11-13 11:20:00
16011,5601.01,29,2011-12-01 16:31:00
15228,5580.2699999999995,6,2011-10-04 13:56:00
15854,5578.280000000001,21,2011-12-05 13:39:00
17203,5564.09,10,2011-11-04 12:27:00
14210,5556.570000000001,16,2011-08-26 12:36:00
15527,5554.89,23,2011-11-21 12:17:00
14907,5547.72,16,2011-12-06 14:14:00
14572,5526.88,11,2011-12-06 14:40:00
17069,5517.2300000000005,14,2011-11-11 17:13:00
14732,5517.07,19,2011-12-01 14:34:00
17092,5511.41,11,2011-10-20 19:51:00
17204,5504.6900000000005,9,2011-06-17 14:46:00
14189,5503.15,16,2011-12-07 15:55:00
13115,5494.7,10,2011-11-28 12:38:00
16609,5493.46,7,2011-11-24 13:32:00
13593,5493.29,14,2011-08-23 13:35:00
13769,5478.12,20,2011-12-07 15:08:00
16992,5476.5,13,2011-11-29 11:50:00
17512,5467.820000000001,18,2011-11-11 12:11:00
12480,5464.85,7,2011-11-11 14:52:00
17685,5454.95,12,2011-11-23 11:36:00
18198,5425.56,17,2011-12-05 14:49:00
12378,5416.32,2,2011-08-02 10:34:00
14626,5410.92,11,2011-11-16 10:37:00
14249,5400.461,12,2010-10-25 12:34:00
17719,5396.04,15,2011-11-02 10:36:00
17612,5394.86,18,2011-10-17 14:59:00
13362,5394.07,7,2011-11-30 14:41:00
13014,5381.08,11,2011-11-29 12:27:00
14459,5375.741,2,2011-07-07 13:35:00
14442,5367.0199999999995,7,2011-05-19 11:36:00
